,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22,2019-01-23,7.803678119211666,4.87029912058954,9.794011679819548,7.803678119211666,7.803678119211666,-0.5512218670734431,-0.5512218670734431,-0.5512218670734431,-0.47008131762790595,-0.47008131762790595,-0.47008131762790595,-0.08114054944553711,-0.08114054944553711,-0.08114054944553711,0.0,0.0,0.0,7.252456252138223
23,2019-01-24,7.829771777592331,4.773736931187617,10.10047176083191,7.829771777592331,7.829771777592331,-0.42400829348855185,-0.42400829348855185,-0.42400829348855185,-0.4055202136585386,-0.4055202136585386,-0.4055202136585386,-0.01848807983001317,-0.01848807983001317,-0.01848807983001317,0.0,0.0,0.0,7.40576348410378
24,2019-01-25,7.855865435972999,5.3876869942639765,10.316717234163791,7.855865435972999,7.855865435972999,-0.015895355679731035,-0.015895355679731035,-0.015895355679731035,-0.059456216557860014,-0.059456216557860014,-0.059456216557860014,0.04356086087812898,0.04356086087812898,0.04356086087812898,0.0,0.0,0.0,7.839970080293267
25,2019-01-26,7.881959094353664,6.275700723296847,11.299508107397266,7.881959094353664,7.881959094353664,1.0045772491540228,1.0045772491540228,1.0045772491540228,0.9001688851267756,0.9001688851267756,0.9001688851267756,0.10440836402724715,0.10440836402724715,0.10440836402724715,0.0,0.0,0.0,8.886536343507686
26,2019-01-27,7.908052757997467,6.39176609571681,11.473311597841386,7.908052757997467,7.908052757997467,0.9540781617423801,0.9540781617423801,0.9540781617423801,0.7907000898402792,0.7907000898402792,0.7907000898402792,0.163378071902101,0.163378071902101,0.163378071902101,0.0,0.0,0.0,8.862130919739847
27,2019-01-28,7.934146421641269,5.2634811048612615,10.41803913156307,7.934146421641269,7.934146421641269,-0.06552656806151548,-0.06552656806151548,-0.06552656806151548,-0.28524902978303296,-0.28524902978303296,-0.28524902978303296,0.2197224617215175,0.2197224617215175,0.2197224617215175,0.0,0.0,0.0,7.868619853579753
28,2019-01-29,7.960240085285071,5.296654648801966,10.529640892864412,7.960240085285071,7.960240085285071,-0.1979287114156623,-0.1979287114156623,-0.1979287114156623,-0.4705621973368386,-0.4705621973368386,-0.4705621973368386,0.2726334859211763,0.2726334859211763,0.2726334859211763,0.0,0.0,0.0,7.762311373869409
29,2019-01-30,7.986333748928873,5.208751273314876,10.472749083621478,7.986333748928873,7.986333748928873,-0.14882487941478104,-0.14882487941478104,-0.14882487941478104,-0.4700813176279987,-0.4700813176279987,-0.4700813176279987,0.32125643821321764,0.32125643821321764,0.32125643821321764,0.0,0.0,0.0,7.8375088695140915
30,2019-01-31,8.012427412572675,5.390900541668201,10.593322952018092,8.012427412572675,8.012427412572675,-0.040813418689305006,-0.040813418689305006,-0.040813418689305006,-0.40552021365895285,-0.40552021365895285,-0.40552021365895285,0.36470679496964786,0.36470679496964786,0.36470679496964786,0.0,0.0,0.0,7.97161399388337
31,2019-02-01,8.038521076216478,5.649535175844699,10.933774947513346,8.038521076216478,8.038521076216478,0.342633449649597,0.342633449649597,0.342633449649597,-0.05945621655939895,-0.05945621655939895,-0.05945621655939895,0.402089666208996,0.402089666208996,0.402089666208996,0.0,0.0,0.0,8.381154525866075
32,2019-02-02,8.06461473986028,6.921205610675877,11.858116939555522,8.06461473986028,8.06461473986028,1.3326902689525115,1.3326902689525115,1.3326902689525115,0.9001688851265164,0.9001688851265164,0.9001688851265164,0.43252138382599514,0.43252138382599514,0.43252138382599514,0.0,0.0,0.0,9.397305008812792
33,2019-02-03,8.090708403504083,6.772647573550262,11.986228658484162,8.090708403504083,8.090708403504083,1.2458527503260346,1.2458527503260346,1.2458527503260346,0.7907000898397947,0.7907000898397947,0.7907000898397947,0.4551526604862399,0.4551526604862399,0.4551526604862399,0.0,0.0,0.0,9.336561153830118
34,2019-02-04,8.116802067147885,5.690750797527045,10.846988119250396,8.116802067147885,8.116802067147885,0.18394364444022174,0.18394364444022174,0.18394364444022174,-0.2852490297833373,-0.2852490297833373,-0.2852490297833373,0.4691926742235591,0.4691926742235591,0.4691926742235591,0.0,0.0,0.0,8.300745711588107
35,2019-02-05,8.142895730791686,5.812542594200722,10.891923928810666,8.142895730791686,8.142895730791686,0.0033711768660578097,0.0033711768660578097,0.0033711768660578097,-0.4705621973367152,-0.4705621973367152,-0.4705621973367152,0.473933374202773,0.473933374202773,0.473933374202773,0.0,0.0,0.0,8.146266907657743
36,2019-02-06,8.16898939443549,5.540081169219106,10.665000086340063,8.16898939443549,8.16898939443549,-0.0013080528895617017,-0.0013080528895617017,-0.0013080528895617017,-0.4700813176280914,-0.4700813176280914,-0.4700813176280914,0.4687732647385297,0.4687732647385297,0.4687732647385297,0.0,0.0,0.0,8.16768134154593
37,2019-02-07,8.195083058079291,5.676667953630873,10.777661685445524,8.195083058079291,8.195083058079291,0.047719695602120804,0.047719695602120804,0.047719695602120804,-0.4055202136586933,-0.4055202136586933,-0.4055202136586933,0.4532399092608141,0.4532399092608141,0.4532399092608141,0.0,0.0,0.0,8.242802753681412
38,2019-02-08,8.221176721723094,5.994144439857912,11.081316160365585,8.221176721723094,8.221176721723094,0.36755418795122696,0.36755418795122696,0.36755418795122696,-0.05945621655862689,-0.05945621655862689,-0.05945621655862689,0.4270104045098539,0.4270104045098539,0.4270104045098539,0.0,0.0,0.0,8.58873090967432
